ITEMCODE,ITEMNAME,COMPANY,PROFITPERC,DISCOUNTPE,ICHARGES,SHORTNAME,SELECTED,SALEAC,PURAC,CSTSALE,QTYRATE,UNIT,PACKINGPC,WEIGHT,EXCISEPC,EXCISETYPE,GROUPCODE,ITEMDESC1,ITEMDESC2,TAXONSPMRP,INCLUSIVE,MINIMUMSTO,MAXIMUMSTO,SALETAXPE,NARCOTIC,BIGUNIT,UPCCODE,LOCATION,DPCOACT,HONESCHEDU,IUCCODE,SAPCODE,BARCODE,HSNCODE,ADDITIONCE
7604,ACONITUM NAP        30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7605,ACONITUM NAP       200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7606,ACONITUM NAP        MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7607,ACONITUM NAP        MT-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7610,ACTAEA SPI         200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7611,ACTAEA SPI          MT-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7612,ACTAEA SPI          MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7613,ACTAEA SPI          30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7614,ACTAEA SPI         200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7615,ADONIS VER          MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7616,AESCULUS HIP        MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7617,AESCULUS HIP        30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7618,AESCULUS HIP       200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7619,AETHUSA CYN        200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7620,AETHUSA CYN         30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7623,AGARICUS MUS        MT-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7624,AGARICUS MUS        MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7625,AGARICUS MUS        30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7626,AGARICUS MUS       200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7627,AGNUS CAS          200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7628,AGNUS CAS           30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7629,AGNUS CAS           MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7630,AGRAPHIS NUT        30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7631,AGRAPHIS NUT       200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7632,ALLIUM CEPA        200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7633,ALLIUM SAT         200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7634,ALLIUM SAT          MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7635,ALLIUM SAT          MT-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7636,ALETRIS FAR         MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7637,ALFALFA             MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7638,ALOE SOC           200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7639,ALOE SOC            30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7640,ALOE SOC            MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7641,ALSTONIA CON        30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7642,ALSTONIA CON       200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7643,ALSTONIA CON       200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7644,ALSTONIA CON        30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7645,ALUMEN              30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7646,ALUMEN             200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7647,ALUMEN              30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7648,ALUMINA             30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7649,ALUMINA            200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7650,ALSTONIA SCH        30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7651,AMBRA GRI           30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7652,AMMI VIS            MT-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7653,AMMONIUM CARB      200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7654,AMMONIUM MUR       200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7655,AMMONIUM PHOS      200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7656,AMMONIUM PHOS      200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7657,AMMONIUM PHOS       30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7658,AMYLIUM NIT         8X-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7659,AMYLIUM NIT         30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7660,AMYLIUM NIT        200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7661,AMYLIUM NIT        200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7662,AMYLIUM NIT         30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7663,AMYLIUM NIT         3X-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7664,ANACARDIUM OCC      30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7665,ANACARDIUM OCC     200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7666,ANACARDIUM OCC     200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7667,ANACARDIUM OCC      30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7668,ANACARDIUM ORI      30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7669,ANACARDIUM ORI     200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7670,ANAGALLIS AEV       30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7671,ANAGALLIS AEV      200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7672,ANAGALLIS AEV      200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7673,ANAGALLIS AEV       30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7674,ANAGALLIS ARV       MT-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7675,ANAGALLIS ARV       MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7676,ANGUSTURA           30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7677,ANGUSTURA          200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7678,ANGUSTURA          200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7679,ANGUSTURA           30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7680,ANTHRACINUM        200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7681,ANTIMONIUM ARS     200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7682,ANTIMONIUM ARS      30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7683,ANTIMONIUM ARS     200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7684,ANTIMONIUM CRU     200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7685,ANTIMONIUM CRU      30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7686,ANTIMONIUM TART     30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7687,ANTIMONIUM TART    200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7688,APIS MEL           200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7689,APIS MEL            30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7690,APIS MEL            2X-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7691,APIS MEL            MT-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7692,APOCYNUM CAN        30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7693,APOCYNUM CAN       200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7694,APOCYNUM CAN        MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7695,ARALIA RAC         200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7696,ARALIA RAC          30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7697,ARALIA RAC          MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7698,ARANEA DIA         200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7699,ARANEA DIA          30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7700,ARANEA DIA         200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7701,ARGENTUM MET       200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7702,ARGENTUM MET        30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7703,ARGENTUM NIT        30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7704,ARGENTUM NIT       200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7705,ARCTIUM LAP        200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7706,ARCTIUM LAP         30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7707,ARNICA MONT         30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7709,ARNICA MONT         MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7710,ARSENICUM BRO       30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7711,ARSENICUM BRO      200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7712,ARSENICUM BRO       30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7713,ARSENICUM IOD       30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7714,ARSENICUM IOD      200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7715,ARSENICUM SUL FL   200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7716,ARSENICUM SUL FL    30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7717,ARSENICUM SUL RU   200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7718,ARSENICUM SUL RU   200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7719,ARSENICUM SUL RU    30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7720,ARTEMISIA VUL       30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7721,ARTEMISIA VUL      200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7722,ARTEMISIA VUL       MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7723,ARTEMISIA VUL       30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7724,ASAFOETIDA          30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
7725,ASAFOETIDA         200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7726,ASAFOETIDA          30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7727,ASARUM EUR          30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7728,ASARUM EUR         200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7729,ASARUM EUR         200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7730,ARUNDO MAU          30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7731,ARUNDO MAU         200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7733,ASPIDOSPERMA        MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7734,ASHWAGANDHA         MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
7735,AURUM ARS          200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
